통계년월,행정동,연령,인구수_계,인구수_남,인구수_여,총인구수,고령인구수,고령인구비율,복지시설_수,국내노인여가시설_수,복지시설밀도,노인여가시설밀도,is_elderly,연도,월
2024-05-01,근화동,80세 ~ 89세,462,153,309,18120,2430,0.1341059602649006,16.0,32.0,0.8830022075055187,1.316872427983539,1,2024,5
2024-05-01,근화동,90세 ~ 99세,61,17,44,18120,2430,0.1341059602649006,16.0,32.0,0.8830022075055187,1.316872427983539,1,2024,5
2024-05-01,근화동,0,9061,4566,4495,18120,2430,0.1341059602649006,16.0,32.0,0.8830022075055187,1.316872427983539,0,2024,5
2024-05-01,남면,0세 ~ 9세,12,8,4,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,0,2024,5
2024-05-01,남면,10세 ~ 19세,27,22,5,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,0,2024,5
2024-05-01,남면,20세 ~ 29세,38,21,17,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,0,2024,5
2024-05-01,남면,30세 ~ 39세,51,30,21,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,0,2024,5
2024-05-01,남면,40세 ~ 49세,77,42,35,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,0,2024,5
2024-05-01,남면,50세 ~ 59세,175,108,67,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,0,2024,5
2024-05-01,남면,60세 ~ 69세,328,172,156,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,1,2024,5
2024-05-01,남면,70세 ~ 79세,194,106,88,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,1,2024,5
2024-05-01,남면,80세 ~ 89세,131,57,74,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,1,2024,5
2024-05-01,남면,90세 ~ 99세,31,8,23,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,1,2024,5
2024-05-01,남면,0,1065,575,490,2129,684,0.3212775951150775,2.0,16.0,0.939408172851104,2.3391812865497075,0,2024,5
2024-05-01,남산면,0세 ~ 9세,65,34,31,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,0,2024,5
2024-05-01,남산면,10세 ~ 19세,120,72,48,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,0,2024,5
2024-05-01,남산면,20세 ~ 29세,180,92,88,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,0,2024,5
2024-05-01,남산면,30세 ~ 39세,195,113,82,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,0,2024,5
2024-05-01,남산면,40세 ~ 49세,307,189,118,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,0,2024,5
2024-05-01,남산면,50세 ~ 59세,569,312,257,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,0,2024,5
2024-05-01,남산면,60세 ~ 69세,943,493,450,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,1,2024,5
2024-05-01,남산면,70세 ~ 79세,552,283,269,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,1,2024,5
2024-05-01,남산면,80세 ~ 89세,319,124,195,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,1,2024,5
2024-05-01,남산면,90세 ~ 99세,57,13,44,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,1,2024,5
2024-05-01,남산면,0,3308,1725,1583,6615,1871,0.2828420256991685,3.0,36.0,0.4535147392290249,1.9241047568145373,0,2024,5
2024-05-01,동내면,0세 ~ 9세,1031,538,493,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,0,2024,5
2024-05-01,동내면,10세 ~ 19세,1580,793,787,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,0,2024,5
2024-05-01,동내면,20세 ~ 29세,1890,1007,883,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,0,2024,5
2024-05-01,동내면,30세 ~ 39세,2010,1067,943,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,0,2024,5
2024-05-01,동내면,40세 ~ 49세,2605,1270,1335,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,0,2024,5
2024-05-01,동내면,50세 ~ 59세,2852,1458,1394,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,0,2024,5
2024-05-01,동내면,60세 ~ 69세,2685,1365,1320,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,1,2024,5
2024-05-01,동내면,70세 ~ 79세,1208,551,657,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,1,2024,5
2024-05-01,동내면,80세 ~ 89세,740,284,456,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,1,2024,5
2024-05-01,동내면,90세 ~ 99세,135,33,102,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,1,2024,5
2024-05-01,동내면,0,16740,8367,8373,33476,4768,0.1424303978970008,18.0,37.0,0.5376986497789461,0.776006711409396,0,2024,5
2024-05-01,동면,0세 ~ 9세,1477,757,720,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,0,2024,5
2024-05-01,동면,10세 ~ 19세,2569,1334,1235,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,0,2024,5
2024-05-01,동면,20세 ~ 29세,1849,983,866,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,0,2024,5
2024-05-01,동면,30세 ~ 39세,1836,899,937,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,0,2024,5
2024-05-01,동면,40세 ~ 49세,3296,1585,1711,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,0,2024,5
2024-05-01,동면,50세 ~ 59세,3203,1669,1534,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,0,2024,5
2024-05-01,동면,60세 ~ 69세,2903,1401,1502,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,1,2024,5
2024-05-01,동면,70세 ~ 79세,1165,538,627,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,1,2024,5
2024-05-01,동면,80세 ~ 89세,634,212,422,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,1,2024,5
2024-05-01,동면,90세 ~ 99세,139,29,110,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,1,2024,5
2024-05-01,동면,0,19074,9408,9666,38145,4841,0.1269104731943898,15.0,48.0,0.3932363350373574,0.9915306754802726,0,2024,5
2024-05-01,동산면,0세 ~ 9세,19,7,12,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,0,2024,5
2024-05-01,동산면,10세 ~ 19세,41,24,17,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,0,2024,5
2024-05-01,동산면,20세 ~ 29세,85,52,33,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,0,2024,5
2024-05-01,동산면,30세 ~ 39세,80,56,24,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,0,2024,5
2024-05-01,동산면,40세 ~ 49세,99,60,39,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,0,2024,5
2024-05-01,동산면,50세 ~ 59세,196,115,81,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,0,2024,5
2024-05-01,동산면,60세 ~ 69세,438,252,186,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,1,2024,5
2024-05-01,동산면,70세 ~ 79세,232,119,113,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,1,2024,5
2024-05-01,동산면,80세 ~ 89세,163,62,101,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,1,2024,5
2024-05-01,동산면,90세 ~ 99세,23,5,18,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,1,2024,5
2024-05-01,동산면,0,1377,752,625,2753,856,0.3109335270613876,2.0,22.0,0.726480203414457,2.570093457943925,0,2024,5
2024-05-01,북산면,0세 ~ 9세,11,7,4,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,0,2024,5
2024-05-01,북산면,10세 ~ 19세,17,10,7,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,0,2024,5
2024-05-01,북산면,20세 ~ 29세,25,15,10,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,0,2024,5
2024-05-01,북산면,30세 ~ 39세,31,23,8,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,0,2024,5
2024-05-01,북산면,40세 ~ 49세,43,27,16,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,0,2024,5
2024-05-01,북산면,50세 ~ 59세,155,93,62,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,0,2024,5
2024-05-01,북산면,60세 ~ 69세,339,203,136,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,1,2024,5
2024-05-01,북산면,70세 ~ 79세,199,104,95,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,1,2024,5
2024-05-01,북산면,80세 ~ 89세,119,52,67,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,1,2024,5
2024-05-01,북산면,90세 ~ 99세,14,5,9,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,1,2024,5
2024-05-01,북산면,0,954,539,415,1907,671,0.35186156266387,1.0,12.0,0.5243838489774515,1.7883755588673622,0,2024,5
2024-05-01,사북면,0세 ~ 9세,48,25,23,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,0,2024,5
2024-05-01,사북면,10세 ~ 19세,124,67,57,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,0,2024,5
2024-05-01,사북면,20세 ~ 29세,139,88,51,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,0,2024,5
2024-05-01,사북면,30세 ~ 39세,103,51,52,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,0,2024,5
2024-05-01,사북면,40세 ~ 49세,179,86,93,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,0,2024,5
2024-05-01,사북면,50세 ~ 59세,370,185,185,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,0,2024,5
2024-05-01,사북면,60세 ~ 69세,739,385,354,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,1,2024,5
2024-05-01,사북면,70세 ~ 79세,397,214,183,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,1,2024,5
2024-05-01,사북면,80세 ~ 89세,268,93,175,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,1,2024,5
2024-05-01,사북면,90세 ~ 99세,47,9,38,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,1,2024,5
2024-05-01,사북면,0,2415,1204,1211,4829,1451,0.3004762890867674,3.0,34.0,0.6212466349140608,2.3432115782219163,0,2024,5
2024-05-01,서면,0세 ~ 9세,62,24,38,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,0,2024,5
2024-05-01,서면,10세 ~ 19세,132,81,51,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,0,2024,5
2024-05-01,서면,20세 ~ 29세,192,112,80,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,0,2024,5
2024-05-01,서면,30세 ~ 39세,199,111,88,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,0,2024,5
2024-05-01,서면,40세 ~ 49세,260,150,110,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,0,2024,5
2024-05-01,서면,50세 ~ 59세,595,332,263,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,0,2024,5
2024-05-01,서면,60세 ~ 69세,1072,578,494,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,1,2024,5
2024-05-01,서면,70세 ~ 79세,600,313,287,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,1,2024,5
2024-05-01,서면,80세 ~ 89세,417,148,269,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,1,2024,5
2024-05-01,서면,90세 ~ 99세,89,15,74,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,1,2024,5
2024-05-01,서면,0,3622,1865,1757,7240,2178,0.3008287292817679,4.0,34.0,0.5524861878453039,1.5610651974288337,0,2024,5
2024-05-01,석사동,0세 ~ 9세,1731,911,820,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,0,2024,5
2024-05-01,석사동,10세 ~ 19세,3801,1934,1867,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,0,2024,5
2024-05-01,석사동,20세 ~ 29세,4978,2691,2287,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,0,2024,5
2024-05-01,석사동,30세 ~ 39세,3524,1845,1679,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,0,2024,5
2024-05-01,석사동,40세 ~ 49세,4886,2376,2510,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,0,2024,5
2024-05-01,석사동,50세 ~ 59세,6231,3056,3175,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,0,2024,5
2024-05-01,석사동,60세 ~ 69세,4660,2278,2382,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,1,2024,5
2024-05-01,석사동,70세 ~ 79세,2222,983,1239,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,1,2024,5
2024-05-01,석사동,80세 ~ 89세,1387,505,882,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,1,2024,5
2024-05-01,석사동,90세 ~ 99세,214,59,155,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,1,2024,5
2024-05-01,석사동,0,33634,16638,16996,67268,8483,0.1261075102574775,15.0,34.0,0.2229886424451448,0.4008016032064128,0,2024,5
2024-05-01,소양동,0세 ~ 9세,576,278,298,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,0,2024,5
2024-05-01,소양동,10세 ~ 19세,807,423,384,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,0,2024,5
2024-05-01,소양동,20세 ~ 29세,1089,550,539,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,0,2024,5
2024-05-01,소양동,30세 ~ 39세,1122,582,540,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,0,2024,5
2024-05-01,소양동,40세 ~ 49세,1197,628,569,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,0,2024,5
2024-05-01,소양동,50세 ~ 59세,1484,709,775,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,0,2024,5
2024-05-01,소양동,60세 ~ 69세,1417,668,749,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,1,2024,5
2024-05-01,소양동,70세 ~ 79세,733,303,430,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,1,2024,5
2024-05-01,소양동,80세 ~ 89세,476,173,303,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,1,2024,5
2024-05-01,소양동,90세 ~ 99세,59,14,45,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,1,2024,5
2024-05-01,소양동,0,8963,4331,4632,17923,2685,0.149807509903476,5.0,7.0,0.2789711543826368,0.260707635009311,0,2024,5
2024-05-01,신동면,0세 ~ 9세,71,40,31,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,0,2024,5
2024-05-01,신동면,10세 ~ 19세,146,73,73,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,0,2024,5
2024-05-01,신동면,20세 ~ 29세,192,118,74,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,0,2024,5
2024-05-01,신동면,30세 ~ 39세,162,92,70,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,0,2024,5
2024-05-01,신동면,40세 ~ 49세,259,142,117,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,0,2024,5
2024-05-01,신동면,50세 ~ 59세,457,258,199,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,0,2024,5
2024-05-01,신동면,60세 ~ 69세,679,352,327,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,1,2024,5
2024-05-01,신동면,70세 ~ 79세,302,160,142,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,1,2024,5
2024-05-01,신동면,80세 ~ 89세,253,91,162,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,1,2024,5
2024-05-01,신동면,90세 ~ 99세,44,11,33,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,1,2024,5
2024-05-01,신동면,0,2565,1337,1228,5130,1278,0.2491228070175438,4.0,28.0,0.7797270955165692,2.190923317683881,0,2024,5
2024-05-01,신북읍,0세 ~ 9세,212,100,112,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,0,2024,5
2024-05-01,신북읍,10세 ~ 19세,363,185,178,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,0,2024,5
2024-05-01,신북읍,20세 ~ 29세,599,353,246,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,0,2024,5
2024-05-01,신북읍,30세 ~ 39세,596,339,257,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,0,2024,5
2024-05-01,신북읍,40세 ~ 49세,741,397,344,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,0,2024,5
2024-05-01,신북읍,50세 ~ 59세,1216,632,584,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,0,2024,5
2024-05-01,신북읍,60세 ~ 69세,1718,904,814,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,1,2024,5
2024-05-01,신북읍,70세 ~ 79세,923,423,500,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,1,2024,5
2024-05-01,신북읍,80세 ~ 89세,701,248,453,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,1,2024,5
2024-05-01,신북읍,90세 ~ 99세,125,38,87,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,1,2024,5
2024-05-01,신북읍,0,7199,3619,3580,14393,3467,0.240880983811575,6.0,49.0,0.4168693114708539,1.413325641765215,0,2024,5
2024-05-01,신사우동,0세 ~ 9세,2550,1317,1233,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,0,2024,5
2024-05-01,신사우동,10세 ~ 19세,2435,1285,1150,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,0,2024,5
2024-05-01,신사우동,20세 ~ 29세,2753,1540,1213,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,0,2024,5
2024-05-01,신사우동,30세 ~ 39세,3847,1956,1891,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,0,2024,5
2024-05-01,신사우동,40세 ~ 49세,3788,1880,1908,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,0,2024,5
2024-05-01,신사우동,50세 ~ 59세,3817,1921,1896,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,0,2024,5
2024-05-01,신사우동,60세 ~ 69세,3486,1674,1812,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,1,2024,5
2024-05-01,신사우동,70세 ~ 79세,1753,801,952,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,1,2024,5
2024-05-01,신사우동,80세 ~ 89세,1047,377,670,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,1,2024,5
2024-05-01,신사우동,90세 ~ 99세,154,40,114,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,1,2024,5
2024-05-01,신사우동,0,25635,12794,12841,51265,6440,0.1256217692382717,11.0,32.0,0.2145713449722032,0.4968944099378882,0,2024,5
2024-05-01,약사명동,0세 ~ 9세,544,284,260,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,0,2024,5
2024-05-01,약사명동,10세 ~ 19세,432,219,213,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,0,2024,5
2024-05-01,약사명동,20세 ~ 29세,515,261,254,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,0,2024,5
2024-05-01,약사명동,30세 ~ 39세,941,467,474,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,0,2024,5
2024-05-01,약사명동,40세 ~ 49세,846,440,406,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,0,2024,5
2024-05-01,약사명동,50세 ~ 59세,745,386,359,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,0,2024,5
2024-05-01,약사명동,60세 ~ 69세,709,333,376,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,1,2024,5
2024-05-01,약사명동,70세 ~ 79세,412,171,241,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,1,2024,5
2024-05-01,약사명동,80세 ~ 89세,261,91,170,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,1,2024,5
2024-05-01,약사명동,90세 ~ 99세,36,5,31,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,1,2024,5
2024-05-01,약사명동,0,5444,2658,2786,10885,1418,0.1302710151584749,2.0,5.0,0.183739090491502,0.3526093088857546,0,2024,5
2024-05-01,조운동,0세 ~ 9세,63,36,27,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,0,2024,5
2024-05-01,조운동,10세 ~ 19세,110,64,46,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,0,2024,5
2024-05-01,조운동,20세 ~ 29세,324,167,157,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,0,2024,5
2024-05-01,조운동,30세 ~ 39세,272,146,126,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,0,2024,5
2024-05-01,조운동,40세 ~ 49세,297,163,134,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,0,2024,5
2024-05-01,조운동,50세 ~ 59세,401,230,171,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,0,2024,5
2024-05-01,조운동,60세 ~ 69세,508,251,257,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,1,2024,5
2024-05-01,조운동,70세 ~ 79세,316,142,174,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,1,2024,5
2024-05-01,조운동,80세 ~ 89세,224,68,156,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,1,2024,5
2024-05-01,조운동,90세 ~ 99세,45,7,38,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,1,2024,5
2024-05-01,조운동,0,2560,1274,1286,5120,1093,0.2134765625,5.0,9.0,0.9765625,0.8234217749313815,0,2024,5
2024-05-01,퇴계동,0세 ~ 9세,3478,1781,1697,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,0,2024,5
2024-05-01,퇴계동,10세 ~ 19세,5246,2649,2597,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,0,2024,5
2024-05-01,퇴계동,20세 ~ 29세,5763,2986,2777,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,0,2024,5
2024-05-01,퇴계동,30세 ~ 39세,5589,2792,2797,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,0,2024,5
2024-05-01,퇴계동,40세 ~ 49세,7509,3491,4018,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,0,2024,5
2024-05-01,퇴계동,50세 ~ 59세,8242,3938,4304,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,0,2024,5
2024-05-01,퇴계동,60세 ~ 69세,6569,3072,3497,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,1,2024,5
2024-05-01,퇴계동,70세 ~ 79세,2901,1261,1640,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,1,2024,5
2024-05-01,퇴계동,80세 ~ 89세,1752,636,1116,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,1,2024,5
2024-05-01,퇴계동,90세 ~ 99세,271,70,201,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,1,2024,5
2024-05-01,퇴계동,0,47321,22676,24645,94641,11493,0.1214378546296002,24.0,63.0,0.2535898817637176,0.548159749412686,0,2024,5
2024-05-01,효자1동,0세 ~ 9세,228,113,115,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,0,2024,5
2024-05-01,효자1동,10세 ~ 19세,354,184,170,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,0,2024,5
2024-05-01,효자1동,20세 ~ 29세,474,254,220,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,0,2024,5
2024-05-01,효자1동,30세 ~ 39세,396,215,181,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,0,2024,5
2024-05-01,효자1동,40세 ~ 49세,570,290,280,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,0,2024,5
2024-05-01,효자1동,50세 ~ 59세,716,378,338,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,0,2024,5
2024-05-01,효자1동,60세 ~ 69세,707,355,352,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,1,2024,5
2024-05-01,효자1동,70세 ~ 79세,379,158,221,8250,1387,0.1681212121212121,1.0,5.0,0.1212121212121212,0.3604902667627974,1,2024,5
